Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,No,Non-Travel,489,Research & Development,23,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,67,High Involvement,Junior Level,Laboratory Technician,Moderate Satisfaction,Married,2042,25043,4,No,12,Excellent Performance,High Satisfaction,1,17,3,Excellent Balance,3,2,1,2
37,Yes,Travel_Rarely,807,Human Resources,6,Master’s Degree,Human Resources,High Satisfaction,Male,63,High Involvement,Entry Level,Human Resources,Low Satisfaction,Divorced,2073,23648,4,Yes,22,Outstanding Performance,Very High Satisfaction,0,7,3,Better Balance,3,2,0,2
32,No,Travel_Rarely,827,Research & Development,1,High School or Below,Life Sciences,Very High Satisfaction,Male,71,High Involvement,Entry Level,Research Scientist,Low Satisfaction,Single,2956,15178,1,No,13,Excellent Performance,Very High Satisfaction,0,1,2,Better Balance,1,0,0,0
20,Yes,Travel_Frequently,871,Research & Development,6,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,66,Moderate Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Single,2926,19783,1,Yes,18,Excellent Performance,Moderate Satisfaction,0,1,5,Better Balance,1,0,1,0
34,No,Travel_Rarely,665,Research & Development,6,Master’s Degree,Other,Low Satisfaction,Female,41,High Involvement,Junior Level,Research Scientist,High Satisfaction,Single,4809,12482,1,No,14,Excellent Performance,High Satisfaction,0,16,3,Better Balance,16,13,2,10
37,No,Non-Travel,1040,Research & Development,2,College Graduate,Life Sciences,High Satisfaction,Male,100,Moderate Involvement,Junior Level,Healthcare Representative,Very High Satisfaction,Divorced,5163,15850,5,No,14,Excellent Performance,Very High Satisfaction,1,17,2,Excellent Balance,1,0,0,0
59,No,Non-Travel,1420,Human Resources,2,Master’s Degree,Human Resources,High Satisfaction,Female,32,Moderate Involvement,Executive Level,Manager,Very High Satisfaction,Married,18844,21922,9,No,21,Outstanding Performance,Very High Satisfaction,1,30,3,Better Balance,3,2,2,2
50,No,Travel_Frequently,1115,Research & Development,1,Bachelor’s Degree,Life Sciences,Low Satisfaction,Female,73,High Involvement,Executive Level,Research Director,Moderate Satisfaction,Married,18172,9755,3,Yes,19,Excellent Performance,Low Satisfaction,0,28,1,Good Balance,8,3,0,7
25,Yes,Travel_Rarely,240,Sales,5,Bachelor’s Degree,Marketing,High Satisfaction,Male,46,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Single,5744,26959,1,Yes,11,Excellent Performance,Very High Satisfaction,0,6,1,Better Balance,6,4,0,3
25,No,Travel_Rarely,1280,Research & Development,7,High School or Below,Medical,Very High Satisfaction,Male,64,Moderate Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2889,26897,1,No,11,Excellent Performance,High Satisfaction,2,2,2,Better Balance,2,2,2,1
22,No,Travel_Rarely,534,Research & Development,15,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,59,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Single,2871,23785,1,No,15,Excellent Performance,High Satisfaction,0,1,5,Better Balance,0,0,0,0
51,No,Travel_Frequently,1456,Research & Development,1,Master’s Degree,Medical,Low Satisfaction,Female,30,Moderate Involvement,Mid Level,Healthcare Representative,Low Satisfaction,Single,7484,25796,3,No,20,Outstanding Performance,High Satisfaction,0,23,1,Good Balance,13,12,12,8
34,Yes,Travel_Frequently,658,Research & Development,7,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,66,Low Involvement,Junior Level,Laboratory Technician,High Satisfaction,Single,6074,22887,1,Yes,24,Outstanding Performance,Very High Satisfaction,0,9,3,Better Balance,9,7,0,6
54,No,Non-Travel,142,Human Resources,26,Bachelor’s Degree,Human Resources,Very High Satisfaction,Female,30,Very High Involvement,Senior Level,Manager,Very High Satisfaction,Single,17328,13871,2,Yes,12,Excellent Performance,High Satisfaction,0,23,3,Better Balance,5,3,4,4
24,No,Travel_Rarely,1127,Research & Development,18,High School or Below,Life Sciences,Moderate Satisfaction,Male,52,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,2774,13257,0,No,12,Excellent Performance,High Satisfaction,1,6,2,Better Balance,5,3,1,2
34,No,Travel_Rarely,1031,Research & Development,6,Master’s Degree,Life Sciences,High Satisfaction,Female,45,Moderate Involvement,Junior Level,Research Scientist,Moderate Satisfaction,Divorced,4505,15000,6,No,15,Excellent Performance,High Satisfaction,1,12,3,Better Balance,1,0,0,0
37,No,Travel_Rarely,1189,Sales,3,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,87,High Involvement,Mid Level,Sales Executive,Very High Satisfaction,Single,7428,14506,2,No,12,Excellent Performance,Low Satisfaction,0,12,3,Better Balance,5,3,1,3
34,No,Travel_Rarely,1354,Research & Development,5,Bachelor’s Degree,Medical,High Satisfaction,Female,45,Moderate Involvement,Mid Level,Manager,Low Satisfaction,Single,11631,5615,2,No,12,Excellent Performance,Very High Satisfaction,0,14,6,Better Balance,11,10,5,8
36,No,Travel_Frequently,1467,Sales,11,College Graduate,Technical Degree,Moderate Satisfaction,Female,92,High Involvement,Mid Level,Sales Executive,Very High Satisfaction,Married,9738,22952,0,No,14,Excellent Performance,High Satisfaction,1,10,6,Better Balance,9,7,2,8
36,No,Travel_Rarely,922,Research & Development,3,College Graduate,Life Sciences,Low Satisfaction,Female,39,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Divorced,2835,2561,5,No,22,Outstanding Performance,Low Satisfaction,1,7,2,Better Balance,1,0,0,0
43,No,Travel_Frequently,394,Sales,26,College Graduate,Life Sciences,High Satisfaction,Male,92,High Involvement,Senior Level,Manager,Very High Satisfaction,Married,16959,19494,1,Yes,12,Excellent Performance,Very High Satisfaction,2,25,3,Excellent Balance,25,12,4,12
30,No,Travel_Frequently,1312,Research & Development,23,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,96,Low Involvement,Entry Level,Research Scientist,High Satisfaction,Divorced,2613,22310,1,No,25,Outstanding Performance,High Satisfaction,3,10,2,Good Balance,10,7,0,9
33,No,Non-Travel,750,Sales,22,College Graduate,Marketing,High Satisfaction,Male,95,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,6146,15480,0,No,13,Excellent Performance,Low Satisfaction,1,8,2,Excellent Balance,7,7,0,7
56,Yes,Travel_Rarely,441,Research & Development,14,Master’s Degree,Life Sciences,Moderate Satisfaction,Female,72,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,4963,4510,9,Yes,18,Excellent Performance,Low Satisfaction,3,7,2,Better Balance,5,4,4,3
51,No,Travel_Rarely,684,Research & Development,6,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,51,High Involvement,Executive Level,Research Director,High Satisfaction,Single,19537,6462,7,No,13,Excellent Performance,High Satisfaction,0,23,5,Better Balance,20,18,15,15
31,Yes,Travel_Rarely,249,Sales,6,Master’s Degree,Life Sciences,Moderate Satisfaction,Male,76,Low Involvement,Junior Level,Sales Executive,High Satisfaction,Married,6172,20739,4,Yes,18,Excellent Performance,Moderate Satisfaction,0,12,3,Good Balance,7,7,7,7
26,No,Travel_Rarely,841,Research & Development,6,Bachelor’s Degree,Other,High Satisfaction,Female,46,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,2368,23300,1,No,19,Excellent Performance,High Satisfaction,0,5,3,Good Balance,5,4,4,3
58,Yes,Travel_Rarely,147,Research & Development,23,Master’s Degree,Medical,Very High Satisfaction,Female,94,High Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Married,10312,3465,1,No,12,Excellent Performance,Very High Satisfaction,1,40,3,Good Balance,40,10,15,6
19,Yes,Travel_Rarely,528,Sales,22,High School or Below,Marketing,Very High Satisfaction,Male,50,High Involvement,Entry Level,Sales Representative,High Satisfaction,Single,1675,26820,1,Yes,19,Excellent Performance,Very High Satisfaction,0,0,2,Good Balance,0,0,0,0
22,No,Travel_Rarely,594,Research & Development,2,High School or Below,Technical Degree,High Satisfaction,Male,100,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,2523,19299,0,No,14,Excellent Performance,High Satisfaction,1,3,2,Better Balance,2,1,2,1
49,No,Travel_Rarely,470,Research & Development,20,Master’s Degree,Medical,High Satisfaction,Female,96,High Involvement,Junior Level,Manufacturing Director,Low Satisfaction,Married,6567,5549,1,No,14,Excellent Performance,High Satisfaction,0,16,2,Good Balance,15,11,5,11
43,No,Travel_Frequently,957,Research & Development,28,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,72,Very High Involvement,Entry Level,Research Scientist,High Satisfaction,Single,4739,16090,4,No,12,Excellent Performance,Very High Satisfaction,0,18,2,Better Balance,3,2,1,2
50,No,Travel_Frequently,809,Sales,12,Bachelor’s Degree,Marketing,High Satisfaction,Female,77,High Involvement,Mid Level,Sales Executive,Very High Satisfaction,Single,9208,6645,4,No,11,Excellent Performance,Very High Satisfaction,0,16,3,Better Balance,2,2,2,1
31,Yes,Travel_Rarely,542,Sales,20,Bachelor’s Degree,Life Sciences,Moderate Satisfaction,Female,71,Low Involvement,Junior Level,Sales Executive,High Satisfaction,Married,4559,24788,3,Yes,11,Excellent Performance,High Satisfaction,1,4,2,Better Balance,2,2,2,2
41,No,Travel_Rarely,802,Sales,9,High School or Below,Life Sciences,High Satisfaction,Male,96,High Involvement,Mid Level,Sales Executive,High Satisfaction,Divorced,8189,21196,3,Yes,13,Excellent Performance,High Satisfaction,1,12,2,Better Balance,9,7,0,7
26,No,Travel_Rarely,1355,Human Resources,25,High School or Below,Life Sciences,High Satisfaction,Female,61,High Involvement,Entry Level,Human Resources,High Satisfaction,Married,2942,8916,1,No,23,Outstanding Performance,Very High Satisfaction,1,8,3,Better Balance,8,7,5,7
36,No,Travel_Rarely,216,Research & Development,6,College Graduate,Medical,Moderate Satisfaction,Male,84,High Involvement,Junior Level,Manufacturing Director,Moderate Satisfaction,Divorced,4941,2819,6,No,20,Outstanding Performance,Very High Satisfaction,2,7,0,Better Balance,3,2,0,1
51,Yes,Travel_Frequently,1150,Research & Development,8,Master’s Degree,Life Sciences,Low Satisfaction,Male,53,Low Involvement,Mid Level,Manufacturing Director,Very High Satisfaction,Single,10650,25150,2,No,15,Excellent Performance,Very High Satisfaction,0,18,2,Better Balance,4,2,0,3
39,No,Travel_Rarely,1329,Sales,4,Master’s Degree,Life Sciences,Very High Satisfaction,Female,47,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Married,5902,14590,4,No,14,Excellent Performance,High Satisfaction,1,17,1,Excellent Balance,15,11,5,9
25,No,Travel_Rarely,959,Sales,28,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,41,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Married,8639,24835,2,No,18,Excellent Performance,Very High Satisfaction,0,6,3,Better Balance,2,2,2,2
30,No,Travel_Rarely,1240,Human Resources,9,Bachelor’s Degree,Human Resources,High Satisfaction,Male,48,High Involvement,Junior Level,Human Resources,Very High Satisfaction,Married,6347,13982,0,Yes,19,Excellent Performance,Very High Satisfaction,0,12,2,Poor Balance,11,9,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelor’s Degree,Medical,Low Satisfaction,Female,41,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Single,4200,10224,7,No,22,Outstanding Performance,Low Satisfaction,0,10,2,Excellent Balance,5,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29,Bachelor’s Degree,Medical,High Satisfaction,Male,83,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,3452,9752,5,No,13,Excellent Performance,Moderate Satisfaction,0,9,2,Good Balance,6,5,0,3
38,No,Travel_Rarely,364,Research & Development,3,Doctorate,Technical Degree,Very High Satisfaction,Female,32,High Involvement,Junior Level,Research Scientist,High Satisfaction,Single,4317,2302,3,Yes,20,Outstanding Performance,Moderate Satisfaction,0,19,2,Better Balance,3,2,2,2
30,No,Travel_Rarely,438,Research & Development,18,Bachelor’s Degree,Life Sciences,Low Satisfaction,Female,75,High Involvement,Entry Level,Research Scientist,High Satisfaction,Single,2632,23910,1,No,14,Excellent Performance,High Satisfaction,0,5,4,Good Balance,5,4,0,4
32,No,Travel_Frequently,689,Sales,9,College Graduate,Medical,Very High Satisfaction,Male,35,Low Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,4668,22812,0,No,17,Excellent Performance,Very High Satisfaction,3,9,2,Excellent Balance,8,7,0,7
30,No,Travel_Rarely,201,Research & Development,5,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Female,84,High Involvement,Entry Level,Research Scientist,Low Satisfaction,Divorced,3204,10415,5,No,14,Excellent Performance,Very High Satisfaction,1,8,3,Better Balance,3,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2,High School or Below,Medical,Moderate Satisfaction,Male,35,Moderate Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Single,2720,11162,0,No,13,Excellent Performance,Very High Satisfaction,0,6,3,Better Balance,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,91,Moderate Involvement,Senior Level,Manager,Low Satisfaction,Divorced,17181,12888,4,No,13,Excellent Performance,Moderate Satisfaction,1,21,2,Good Balance,7,6,7,7
41,No,Travel_Rarely,933,Research & Development,9,Master’s Degree,Life Sciences,High Satisfaction,Male,94,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,2238,6961,2,No,21,Outstanding Performance,Very High Satisfaction,1,7,2,Better Balance,5,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3,High School or Below,Medical,Moderate Satisfaction,Female,79,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,1483,16102,1,No,14,Excellent Performance,Very High Satisfaction,0,1,3,Better Balance,1,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,54,High Involvement,Junior Level,Research Scientist,Moderate Satisfaction,Divorced,5605,8504,1,No,11,Excellent Performance,Low Satisfaction,1,20,2,Better Balance,20,7,2,13
35,No,Travel_Rarely,662,Sales,1,Doctorate,Marketing,High Satisfaction,Male,94,High Involvement,Mid Level,Sales Executive,Moderate Satisfaction,Married,7295,11439,1,No,13,Excellent Performance,Low Satisfaction,2,10,3,Better Balance,10,8,0,6
53,No,Travel_Rarely,1436,Sales,6,College Graduate,Marketing,Moderate Satisfaction,Male,34,High Involvement,Junior Level,Sales Representative,High Satisfaction,Married,2306,16047,2,Yes,20,Outstanding Performance,Very High Satisfaction,1,13,3,Poor Balance,7,7,4,5
45,No,Travel_Rarely,194,Research & Development,9,Bachelor’s Degree,Life Sciences,Moderate Satisfaction,Male,60,High Involvement,Junior Level,Laboratory Technician,Moderate Satisfaction,Divorced,2348,10901,8,No,18,Excellent Performance,High Satisfaction,1,20,2,Poor Balance,17,9,0,15
32,No,Travel_Frequently,967,Sales,8,Bachelor’s Degree,Marketing,Moderate Satisfaction,Female,43,High Involvement,Mid Level,Sales Executive,Very High Satisfaction,Single,8998,15589,1,No,14,Excellent Performance,Very High Satisfaction,0,9,2,Better Balance,9,8,3,7
29,No,Non-Travel,1496,Research & Development,1,High School or Below,Technical Degree,Very High Satisfaction,Male,41,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,4319,26283,1,No,13,Excellent Performance,Low Satisfaction,1,10,1,Better Balance,10,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7,Master’s Degree,Medical,Moderate Satisfaction,Male,34,Moderate Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,6132,13983,2,No,17,Excellent Performance,High Satisfaction,0,10,2,Better Balance,1,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,75,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,3346,11873,4,Yes,20,Outstanding Performance,Moderate Satisfaction,1,9,3,Good Balance,1,0,0,0
40,No,Travel_Rarely,630,Sales,4,Master’s Degree,Marketing,High Satisfaction,Male,67,Moderate Involvement,Mid Level,Sales Executive,Very High Satisfaction,Married,10855,8552,7,No,11,Excellent Performance,Low Satisfaction,1,15,2,Good Balance,12,11,2,11
34,No,Travel_Frequently,303,Sales,2,Master’s Degree,Marketing,High Satisfaction,Female,75,High Involvement,Entry Level,Sales Representative,High Satisfaction,Married,2231,11314,6,No,18,Excellent Performance,Very High Satisfaction,1,6,3,Better Balance,4,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19,High School or Below,Medical,High Satisfaction,Male,80,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2323,11992,1,No,24,Outstanding Performance,Low Satisfaction,2,2,6,Better Balance,2,2,2,2
27,No,Non-Travel,691,Research & Development,9,Bachelor’s Degree,Medical,Very High Satisfaction,Male,57,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Divorced,2024,5970,6,No,18,Excellent Performance,Very High Satisfaction,1,6,1,Poor Balance,2,2,2,2
28,No,Travel_Rarely,440,Research & Development,21,Bachelor’s Degree,Medical,High Satisfaction,Male,42,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2713,6672,1,No,11,Excellent Performance,High Satisfaction,1,5,2,Poor Balance,5,2,0,2
